Quote_Id,Quote_Date,Field_info1,Field_info2,Field_info3,Field_info4,Coverage_info1,Coverage_info2,Coverage_info3,Sales_info1,Sales_info2,Sales_info3,Sales_info4,Sales_info5,Personal_info1,Personal_info2,Personal_info3,Personal_info4,Personal_info5,Property_info1,Property_info2,Property_info3,Property_info4,Property_info5,Geographic_info1,Geographic_info2,Geographic_info3,Geographic_info4,Geographic_info5
93,12/7/13,F,0.9919,564,N,8,22,E,1,5,17,V,3127,N,24,XJ,0,2,N,0,R,0,15,4,21,-1,N,NJ
94,18/8/14,E,0.9364,"1,487",N,5,22,K,1,2,20,K,13225,N,25,XR,0,,N,0,J,1,10,9,25,-1,N,IL
95,8/2/13,E,0.9368,"1,480",N,16,22,A,1,5,23,V,6891,N,5,ZA,0,2,N,0,D,0,17,9,23,-1,N,IL
96,13/8/13,B,0.9403,965,N,5,22,D,0,5,21,P,30917,N,6,ZA,0,2,N,0,O,0,16,2,4,-1,N,CA
97,14/1/14,B,0.9403,935,N,7,22,J,0,3,20,P,16438,N,4,ZA,0,2,N,0,O,1,18,2,7,-1,N,CA
98,25/7/13,J,0.9691,"1,165",N,13,22,G,1,5,1,K,21650,N,6,XH,0,,Y,0,J,1,10,14,7,-1,N,TX
104,14/1/14,F,0.9838,548,N,6,22,E,1,3,20,P,30448,N,5,ZF,0,2,Y,0,R,1,18,4,17,-1,N,NJ
107,14/2/14,B,0.9403,935,N,4,22,E,1,3,20,V,52318,N,13,ZA,0,2,N,0,O,0,4,2,4,-1,N,CA
108,15/10/13,B,0.9403,965,N,5,22,D,1,5,4,P,13074,N,9,ZA,0,2,N,0,O,0,17,2,13,-1,N,CA
110,25/4/15,F,1.0101,548,N,4,25,E,1,4,11,R,24012,N,5,ZH,0,,N,0,R,0,1,4,18,-1,N,NJ
111,30/3/15,K,0.887,"1,113",Y,8,22,F,1,5,22,K,17253,N,19,ZA,0,2,N,0,S,0,8,24,16,-1,N,TX
113,8/10/14,F,1.0006,548,N,10,22,E,1,5,11,R,13598,N,6,XR,0,,N,0,R,1,22,4,19,-1,N,NJ
114,12/3/14,J,0.8922,"1,113",N,7,22,F,0,5,20,T,49612,N,16,ZA,0,2,N,0,S,0,5,14,9,-1,N,TX
118,7/12/14,B,0.9153,935,N,9,22,D,1,5,11,M,9606,N,12,ZA,0,2,N,0,O,1,24,1,8,-1,N,CA
120,10/4/13,F,0.9313,564,N,4,22,E,1,4,23,Q,43558,N,5,XR,0,,N,0,K,1,9,4,19,-1,N,NJ
123,30/4/13,F,0.9313,564,N,7,22,E,1,3,15,P,39,N,5,YF,0,,N,0,R,1,16,4,18,-1,N,NJ
124,11/3/15,F,1.0101,548,N,8,22,J,1,3,20,T,62310,N,6,XL,0,,N,0,D,1,16,4,22,-1,N,NJ
126,25/6/14,F,1.0006,548,N,15,22,E,1,5,20,V,6206,N,6,XR,0,,N,0,D,1,25,4,20,-1,N,NJ
127,25/9/13,J,0.9497,"1,165",N,16,22,G,0,5,22,T,42609,N,6,ZA,0,2,Y,0,J,0,11,14,9,-1,N,TX
132,15/5/13,B,0.9403,965,N,6,22,D,0,5,24,T,28835,N,-1,ZA,0,2,Y,0,O,1,7,2,9,-1,N,CA
133,26/2/15,B,0.9153,935,N,9,22,D,1,5,11,Q,47418,N,12,ZA,0,2,N,0,O,1,10,2,12,-1,N,CA
134,10/9/13,F,0.9919,564,N,5,22,E,1,4,4,P,16391,N,-1,ZC,0,,N,0,R,1,11,4,17,-1,Y,NJ
137,17/1/14,F,0.9838,548,N,8,22,E,0,5,20,V,56016,N,16,XH,0,,N,0,N,1,19,4,21,-1,N,NJ
138,3/5/13,B,0.9403,965,N,9,22,K,1,3,15,P,52951,N,7,ZA,0,2,N,0,D,1,23,2,4,-1,N,CA
141,3/1/15,B,0.9153,935,N,2,22,D,1,5,20,R,49825,N,-1,ZA,0,2,N,0,D,0,19,2,4,-1,N,CA
142,6/1/14,J,0.8922,"1,113",N,8,22,G,1,4,7,K,29298,N,9,XJ,0,,Y,0,O,1,20,13,6,-1,N,TX
144,3/10/13,F,0.9919,564,N,12,25,E,1,3,20,Q,65475,N,6,XD,0,,N,0,N,1,24,4,21,-1,N,NJ
146,23/1/14,J,0.8922,"1,113",N,5,22,F,0,5,20,Q,63112,N,7,XD,0,,N,0,S,1,2,24,12,-1,N,TX
147,3/9/14,B,0.9153,935,N,7,22,D,1,5,11,T,35843,N,5,ZA,0,2,N,0,O,0,22,2,10,-1,N,CA
148,29/7/14,J,0.8928,"1,113",N,1,22,F,1,5,11,P,4859,N,5,XH,0,,N,0,R,1,2,13,6,-1,N,TX
149,11/8/13,F,0.9919,564,N,11,22,E,1,5,4,M,33538,N,5,YF,0,,N,0,D,1,20,4,20,-1,N,NJ
155,18/10/13,B,0.9403,965,N,4,25,J,0,4,7,V,1830,N,6,ZA,0,2,N,0,O,1,17,2,5,-1,N,CA
156,30/3/15,F,1.0101,548,N,2,22,E,1,5,20,K,10961,N,-1,XH,0,,N,0,R,1,5,4,17,-1,N,NJ
164,9/2/15,B,0.9153,935,N,8,22,D,1,5,11,K,17780,N,22,ZA,0,2,N,0,A,0,18,2,13,-1,N,CA
169,2/1/15,B,0.9153,935,N,10,22,K,1,2,20,V,3047,N,3,ZA,0,2,N,0,O,1,24,2,7,-1,N,CA
170,29/1/13,F,0.9223,564,N,11,22,E,1,3,14,P,2544,N,3,XD,0,1,Y,0,K,1,21,4,21,-1,N,NJ
172,4/3/13,F,0.8945,564,N,7,22,E,0,3,14,K,32088,N,4,ZT,0,,Y,0,R,1,16,4,19,-1,N,NJ
175,30/4/14,J,0.8922,"1,113",N,7,22,G,0,5,11,T,14455,N,6,ZA,0,2,Y,0,J,0,4,13,8,-1,N,TX
177,25/6/14,J,0.8928,"1,113",N,9,25,G,0,5,11,T,44099,N,-1,YF,0,,N,0,O,1,23,14,5,-1,N,TX
182,26/11/13,B,0.9403,965,N,3,25,D,1,5,7,P,20200,N,5,ZA,0,2,N,0,D,0,10,1,4,-1,N,CA
188,3/5/14,B,0.9153,935,N,9,22,D,1,5,11,R,21385,N,18,ZA,0,2,N,0,O,0,22,2,7,-1,N,CA
190,3/4/15,B,0.9153,935,N,5,25,E,1,4,11,V,38291,N,-1,ZA,0,2,N,0,D,1,19,1,12,-1,N,CA
192,7/3/13,F,0.8945,564,N,5,22,E,1,3,14,Q,55061,N,5,XR,0,,N,0,R,1,12,4,17,-1,N,NJ
194,29/8/13,B,0.9403,965,N,22,22,E,0,3,21,Q,33187,N,4,ZA,0,2,N,0,O,1,21,2,10,-1,N,CA
199,6/3/14,B,0.9153,935,N,21,22,D,1,5,20,Q,17273,N,5,ZA,0,2,N,0,O,0,18,2,6,-1,N,CA
201,22/7/13,E,0.9487,"1,480",N,8,22,A,1,3,17,K,5808,N,6,XX,0,2,N,0,N,1,13,9,25,-1,N,IL
204,31/10/14,B,0.9153,935,N,4,22,E,0,3,20,V,15955,N,25,ZA,0,2,N,0,O,0,16,2,11,-1,N,CA
205,12/3/13,J,0.9769,"1,165",N,17,22,G,1,5,23,P,59910,N,6,ZA,0,2,N,0,J,0,14,15,4,-1,N,TX
209,31/10/14,J,0.8793,"1,113",N,1,22,F,1,5,11,V,59376,N,-1,XM,0,,N,0,J,1,1,25,9,-1,N,TX
210,7/4/14,B,0.9153,935,N,7,22,D,1,5,11,P,7307,N,-1,ZA,0,2,N,0,O,0,20,2,12,-1,N,CA
211,18/3/15,F,1.0101,548,N,19,25,E,1,5,20,T,28260,N,-1,ZN,0,,N,0,K,1,24,4,20,-1,N,NJ
213,17/1/13,E,0.9368,"1,480",N,4,22,K,1,5,23,K,64039,N,19,ZA,0,2,N,0,R,0,4,9,25,-1,N,IL
217,13/8/14,J,0.8928,"1,113",N,3,22,K,1,3,20,T,1774,N,4,XR,0,,N,0,Q,1,2,7,4,-1,N,TX
218,15/1/14,J,0.8922,"1,113",N,9,22,F,1,5,20,T,48365,N,7,ZA,0,2,N,0,A,0,13,17,4,-1,N,TX
219,12/9/13,B,0.9403,965,N,6,25,E,1,4,4,Q,42365,N,7,ZA,0,2,N,0,R,1,8,2,9,-1,N,CA
225,23/8/13,F,0.9919,564,N,7,22,E,1,3,21,V,7107,N,4,XC,0,,N,0,D,1,21,4,19,-1,N,NJ
229,5/7/13,E,0.9487,"1,480",N,11,22,F,1,5,1,V,9597,N,14,ZA,0,2,N,0,R,0,9,9,24,-1,N,IL
230,3/6/13,E,0.9485,"1,480",N,5,22,K,1,5,1,K,35735,N,9,ZA,0,2,N,0,Q,0,4,11,25,-1,N,IL
232,8/1/14,B,0.9403,935,N,10,25,E,1,3,20,T,49633,N,9,ZA,0,2,N,0,D,1,18,2,11,-1,N,CA
233,24/2/15,K,0.887,"1,113",Y,6,22,F,1,5,11,P,19182,N,5,XS,0,,N,0,J,1,2,24,14,-1,N,TX
235,30/5/13,J,0.9691,"1,165",N,17,22,G,0,5,1,Q,17607,N,-1,ZA,0,2,N,0,J,0,9,14,9,-1,N,TX
238,26/2/14,B,0.9403,935,N,9,22,E,1,3,20,T,39350,N,10,ZA,0,2,N,0,D,1,22,2,7,-1,N,CA
240,8/1/14,J,0.8922,"1,113",N,23,22,G,1,5,7,T,6239,N,6,ZA,0,2,Y,0,J,0,18,14,5,-1,N,TX
246,31/3/15,K,0.887,"1,113",Y,9,22,F,1,5,11,P,63686,N,18,ZA,0,2,N,0,J,0,5,24,14,-1,N,TX
260,3/10/14,J,0.8793,"1,113",N,10,22,G,1,5,11,V,49730,N,-1,ZU,0,,N,0,J,1,8,5,7,-1,N,TX
263,26/10/13,F,0.9919,564,N,8,22,E,1,3,20,R,26377,N,4,XB,0,,N,0,R,1,21,4,20,-1,N,NJ
264,27/1/15,K,0.887,"1,113",Y,11,22,F,1,5,22,P,10980,N,20,ZA,0,2,N,0,J,0,16,15,8,-1,N,TX
272,17/4/13,B,0.9403,965,N,8,22,J,0,4,24,T,2887,N,5,ZA,0,2,N,0,O,1,11,2,4,-1,N,CA
276,25/7/13,B,0.9403,965,N,4,22,D,1,3,21,Q,32000,N,4,ZA,0,2,N,0,O,0,17,2,11,-1,N,CA
277,3/7/13,F,0.9919,564,N,25,22,E,0,5,17,T,23131,N,23,XS,0,,N,0,J,1,24,4,20,-1,N,NJ
279,22/4/14,F,1.0006,548,N,6,22,E,0,5,20,P,34691,N,5,ZG,0,,N,0,R,1,17,4,20,-1,N,NJ
283,25/1/15,C,0.9108,"1,487",Y,3,22,K,1,5,11,M,23495,N,6,YE,0,,N,0,R,1,1,11,23,-1,N,IL
284,30/12/13,B,0.9403,965,N,21,22,D,1,5,7,K,20121,N,14,ZA,0,2,Y,0,O,1,24,2,12,-1,N,CA
285,2/2/13,B,0.9403,965,N,9,2,E,0,4,23,Q,45219,N,-1,ZA,0,2,N,0,N,1,8,2,8,-1,N,CA
290,16/10/14,B,0.9153,935,N,11,22,D,1,5,11,Q,25190,N,12,ZA,0,2,N,0,O,0,23,2,10,-1,N,CA
292,4/1/15,F,1.0005,548,N,8,22,E,0,5,11,M,42210,N,-1,XM,0,,N,0,D,1,18,4,21,-1,N,NJ
293,11/5/13,B,0.9403,965,N,4,22,D,1,5,1,R,29821,N,5,ZA,0,2,N,0,D,0,5,2,14,-1,N,CA
298,16/8/13,B,0.9403,965,N,4,22,E,1,3,21,V,1052,N,4,ZA,0,2,N,0,R,1,18,1,11,-1,N,CA
300,7/6/13,F,0.9919,564,N,7,22,K,1,3,17,V,60167,N,8,XW,0,,N,0,D,1,16,4,21,-1,N,NJ
302,2/3/15,F,1.0101,548,N,10,22,E,1,5,11,P,1891,N,15,XR,0,,N,0,N,0,8,4,21,-1,N,NJ
308,12/2/13,E,0.9368,"1,480",N,1,22,K,0,3,14,P,45299,N,8,ZC,0,2,N,0,R,1,1,9,22,-1,N,IL
310,29/4/14,B,0.9153,935,N,7,22,K,1,3,20,P,6363,N,7,ZA,0,2,N,0,O,1,17,2,4,-1,N,CA
313,17/7/13,B,0.9403,965,N,7,22,D,1,5,1,T,63223,N,14,ZA,0,2,N,0,A,0,14,2,8,-1,N,CA
314,27/8/13,E,0.9487,"1,480",N,4,22,K,1,2,21,P,39185,N,7,XB,0,2,N,0,R,1,6,9,25,-1,N,IL
315,23/9/14,F,1.0006,548,N,6,25,E,1,4,11,T,40752,N,7,YE,0,,N,0,R,1,5,4,18,-1,N,NJ
319,3/7/13,F,0.9919,564,N,12,25,J,1,5,17,K,13571,N,7,XJ,0,,N,0,D,1,24,4,21,-1,N,NJ
320,6/1/13,E,0.9368,"1,480",N,11,22,F,1,5,23,M,57914,N,23,ZA,0,2,N,0,Q,0,10,9,23,-1,N,IL
321,11/2/15,K,0.887,"1,113",Y,4,22,F,1,5,11,K,50380,N,-1,XM,0,,N,0,I,1,22,14,7,-1,N,TX
325,10/8/13,B,0.9403,965,N,11,25,D,0,5,4,R,58643,N,11,ZA,0,2,Y,0,O,1,23,2,11,-1,N,CA
326,25/10/14,B,0.9153,935,N,3,22,D,0,5,11,R,35643,N,8,ZA,0,2,N,0,O,0,13,1,4,-1,N,CA
329,7/1/15,J,0.887,"1,113",N,13,22,G,1,5,11,T,26137,N,25,YH,0,,N,0,J,1,7,14,6,-1,N,TX
331,29/4/14,J,0.8922,"1,113",N,11,22,G,0,3,20,P,11480,N,-1,XM,0,,Y,0,R,1,18,24,16,-1,N,TX
336,1/12/14,F,1.0005,548,N,10,22,E,0,4,11,T,20195,N,5,XM,0,,N,0,R,1,11,4,17,-1,N,NJ
338,5/10/13,B,0.9403,965,N,2,22,E,1,3,20,R,56482,N,-1,ZA,0,2,N,0,R,0,17,2,4,-1,N,CA
339,17/12/13,F,0.9838,564,N,20,25,E,1,3,20,P,15321,N,5,XD,0,2,Y,0,J,1,24,4,18,-1,N,NJ
341,23/6/14,J,0.8928,"1,113",N,18,22,C,1,5,11,K,51033,N,6,XO,0,,N,0,J,1,8,14,5,-1,N,TX
345,26/5/14,F,1.0006,548,N,1,22,E,0,5,11,K,17397,N,-1,XM,0,,N,0,R,1,4,4,16,-1,N,NJ
346,8/3/15,F,1.0101,548,N,16,25,E,1,4,11,M,49742,N,6,ZF,0,,N,0,R,1,17,4,18,-1,N,NJ
347,4/1/15,J,0.887,"1,113",N,25,22,G,1,5,11,M,26686,N,1,XR,0,,N,0,J,1,18,12,5,-1,N,TX
349,14/6/14,F,1.0006,548,N,4,22,E,1,5,20,R,23996,N,4,ZF,0,,N,0,N,0,12,4,21,-1,N,NJ
352,7/3/14,B,0.9153,935,N,11,22,K,1,3,20,T,38246,N,6,ZA,0,2,N,0,O,1,13,2,13,-1,N,CA
353,22/4/15,K,0.887,"1,113",Y,2,2,F,1,5,11,T,61686,N,-1,XM,0,,N,0,E,1,3,14,5,-1,N,TX
356,7/10/13,F,0.9919,564,N,9,22,E,1,3,20,K,44493,N,4,XD,0,,N,0,R,1,21,4,22,-1,N,NJ
357,10/12/14,B,0.9153,935,N,4,22,J,0,3,20,T,9058,N,5,ZA,0,2,N,0,O,0,20,2,11,-1,N,CA
358,22/6/14,F,1.0006,548,N,10,22,E,0,3,20,M,57233,N,7,XR,0,2,N,0,R,0,10,4,20,-1,N,NJ
360,3/11/14,J,0.887,"1,113",N,3,22,F,1,4,11,K,32155,N,23,ZG,0,,N,0,J,1,2,14,8,-1,N,TX
361,20/3/15,B,0.9153,935,N,7,22,D,1,5,11,V,40245,N,-1,ZA,0,2,N,0,O,1,16,2,12,-1,N,CA
365,23/4/14,B,0.9153,935,N,3,22,D,1,5,11,T,50535,N,10,ZA,0,2,N,0,O,0,4,2,4,-1,N,CA
366,24/3/14,J,0.8922,"1,113",N,8,22,G,1,4,22,K,52619,N,9,XR,0,,N,0,J,1,5,24,15,-1,N,TX
368,19/5/14,F,1.0006,548,N,7,22,E,1,2,20,K,57673,N,7,XJ,0,,N,0,R,1,13,4,19,-1,N,NJ
370,3/1/15,F,1.0005,548,N,11,22,E,1,5,20,P,50061,N,6,XH,0,,N,0,R,1,10,4,18,-1,N,NJ
372,22/7/13,F,0.9919,564,N,8,22,E,1,3,17,K,48212,N,7,XI,0,2,N,0,R,1,12,4,17,-1,N,NJ
374,17/4/14,F,1.0006,548,N,18,25,E,0,4,11,V,29582,N,12,XB,0,,Y,0,R,1,22,4,20,-1,N,NJ
375,10/12/13,F,0.9838,564,N,5,22,B,1,5,20,P,32611,N,22,XH,0,,N,0,O,1,13,4,20,-1,N,NJ
376,23/1/13,J,0.9559,"1,165",N,5,2,F,1,5,23,T,47758,N,15,XR,0,,N,0,J,1,9,13,4,-1,N,TX
381,8/12/14,J,0.887,"1,113",N,1,22,F,1,5,11,K,15594,N,9,XJ,0,,N,0,D,1,20,14,7,-1,N,TX
382,4/3/14,F,0.9566,548,N,7,22,E,0,3,20,P,29515,N,4,YH,0,,Y,0,O,1,19,4,20,-1,N,NJ
384,22/6/13,B,0.9403,965,N,10,22,D,0,3,17,V,7337,N,-1,ZA,0,2,N,0,A,0,15,2,4,-1,N,CA
388,22/3/13,J,0.9769,"1,165",N,5,22,F,1,3,15,V,16361,N,15,XB,0,,N,0,J,1,3,25,15,-1,N,TX
391,1/7/14,E,0.9392,"1,487",N,4,22,K,1,5,20,P,27349,N,-1,XZ,0,,N,0,D,1,2,11,25,-1,N,IL
392,22/4/13,B,0.9403,965,N,6,22,D,1,5,23,K,28993,N,7,ZA,0,2,N,0,O,0,13,2,7,-1,N,CA
393,28/4/15,B,0.9153,935,N,7,22,D,1,5,11,P,30901,N,6,ZA,0,2,N,0,O,1,24,1,6,-1,N,CA
398,10/1/15,F,1.0005,548,N,23,22,E,1,5,11,T,13463,N,-1,XB,0,,N,0,R,1,25,4,21,-1,Y,NJ
403,27/3/15,F,1.0101,548,N,3,22,E,1,5,11,V,32940,N,6,YF,0,,N,0,R,0,12,4,22,-1,N,NJ
405,12/10/14,B,0.9153,935,N,2,22,D,1,5,11,M,28547,N,18,ZA,0,2,N,0,O,1,16,2,10,-1,N,CA
406,17/3/13,B,0.9403,965,N,7,22,J,1,3,14,M,861,N,4,ZA,0,2,N,0,O,1,19,2,4,-1,N,CA
409,22/7/14,F,1.0006,548,N,8,22,E,0,4,11,P,40207,N,-1,ZH,0,,N,0,R,1,7,4,17,-1,N,NJ
411,1/5/13,J,0.9691,"1,165",N,8,22,G,0,5,1,T,53851,N,22,ZA,0,2,N,0,I,0,9,14,5,-1,N,TX
415,17/5/13,B,0.9403,965,N,14,25,D,1,5,15,Q,58593,N,-1,ZA,0,2,N,0,O,1,25,2,4,-1,Y,CA
416,15/4/13,F,0.9313,564,N,8,22,J,0,3,15,K,22135,N,4,ZF,0,,N,0,R,1,21,4,19,-1,N,NJ
425,28/5/14,J,0.8928,"1,113",N,2,2,K,1,5,11,Q,45115,N,-1,XR,0,,N,0,J,1,7,17,4,-1,N,TX
427,8/4/13,J,0.9769,"1,165",N,11,22,G,0,2,3,K,62085,N,16,ZH,0,2,N,0,J,1,7,14,5,-1,N,TX
434,24/4/15,C,0.8746,"1,487",Y,12,22,F,1,5,11,V,33474,N,23,YH,0,,N,0,R,1,9,9,24,-1,N,IL
437,28/11/14,B,0.9153,935,N,5,22,D,1,5,11,V,19065,N,17,ZA,0,2,Y,0,R,1,4,2,6,-1,N,CA
439,22/2/14,B,0.9403,935,N,12,22,D,0,5,11,V,57941,N,-1,ZA,0,2,N,0,O,1,24,1,15,-1,Y,CA
440,26/4/13,E,0.9525,"1,480",N,9,22,F,1,5,23,V,39606,N,8,ZA,0,2,N,0,R,0,11,9,24,-1,N,IL
441,12/3/15,B,0.9153,935,N,25,22,D,1,5,11,Q,8939,N,21,ZA,0,2,N,0,O,0,24,2,10,-1,N,CA
442,19/12/13,F,0.9838,564,N,9,25,J,1,4,7,Q,3842,N,7,ZG,0,,N,0,R,1,13,4,21,-1,N,NJ
443,8/7/13,F,0.9919,564,N,8,25,K,1,3,17,K,43004,N,4,ZK,0,,N,0,R,1,15,4,16,-1,N,NJ
446,4/1/14,J,0.8922,"1,113",N,1,22,F,1,4,7,R,35879,N,4,XX,0,,N,0,D,1,1,14,7,-1,N,TX
447,31/3/15,B,0.9153,935,N,11,25,D,1,5,20,P,53046,N,5,ZA,0,2,N,0,O,1,18,2,4,-1,N,CA
449,18/3/14,B,0.9153,935,N,18,22,D,1,5,11,K,30151,N,-1,ZA,0,2,N,0,O,0,25,2,4,-1,N,CA
451,11/7/13,F,0.9919,564,N,5,22,E,0,5,1,Q,33182,N,14,XB,0,,N,0,R,1,19,4,20,-1,N,NJ
453,21/5/13,B,0.9403,965,N,5,22,D,0,5,24,P,48191,N,-1,ZA,0,2,N,0,O,1,13,2,13,-1,N,CA
454,2/11/14,B,0.9153,935,N,10,2,D,0,5,11,M,44780,N,-1,ZA,0,2,N,0,A,0,21,2,4,-1,N,CA
461,18/4/15,B,0.9153,935,N,18,22,E,0,3,20,R,32624,N,7,ZA,0,2,Y,0,O,1,25,2,11,-1,N,CA
465,21/9/13,E,0.9489,"1,480",N,7,22,F,1,5,4,R,63238,N,7,XQ,0,,N,0,R,1,12,9,24,-1,N,IL
469,30/5/13,B,0.9403,965,N,4,2,D,0,5,24,Q,51686,N,1,ZA,0,2,N,0,O,0,16,2,4,-1,N,CA
474,2/5/15,K,0.887,"1,113",Y,7,22,F,1,5,11,R,10597,N,-1,ZA,0,2,N,0,Q,0,2,24,13,-1,N,TX
476,8/12/13,F,0.9838,564,N,5,22,G,1,3,16,M,32427,N,7,ZN,0,,N,0,R,1,19,4,22,-1,N,NJ
477,7/5/13,B,0.9403,965,N,7,22,D,1,5,1,P,18401,N,17,ZA,0,2,N,0,O,0,5,2,11,-1,N,CA
485,17/9/14,F,1.0006,548,N,5,22,E,1,5,11,T,46061,N,6,XH,0,,N,0,N,1,13,4,16,-1,N,NJ
488,18/2/14,F,0.9685,548,N,6,25,B,1,4,11,T,39003,N,4,XJ,0,2,N,0,R,1,16,4,20,-1,N,NJ
496,18/8/14,F,1.0006,548,N,3,25,G,0,4,18,K,23590,N,5,ZC,0,,N,0,D,1,6,4,20,-1,N,NJ
497,1/2/15,B,0.9153,935,N,12,22,D,1,5,11,M,66140,N,23,ZA,0,2,N,0,D,1,22,1,11,-1,N,CA
498,15/7/13,F,0.9919,564,N,8,22,E,1,5,1,V,29643,N,7,XR,0,,N,0,N,1,16,4,20,-1,N,NJ
500,26/2/13,F,0.9023,564,N,22,22,J,1,3,14,P,28006,N,5,YF,0,,N,0,D,1,25,4,21,-1,N,NJ
503,23/4/15,B,0.9153,935,N,9,22,J,0,3,20,Q,58354,N,7,ZA,0,2,N,0,O,0,22,2,4,-1,N,CA
504,20/3/15,F,1.0101,548,N,16,22,K,0,5,10,V,66289,N,8,XR,0,,Y,0,R,1,22,4,21,-1,N,NJ
